"日付け","終値","始値","高値","安値","前日比%"
"2015年04月29日","119.04","118.82","119.38","118.58","0.15%"
"2015年04月28日","118.86","119.00","119.22","118.75","-0.15%"
"2015年04月27日","119.04","118.98","119.44","118.75","0.05%"
"2015年04月24日","118.98","119.58","119.67","118.80","-0.50%"
"2015年04月23日","119.58","119.91","120.11","119.40","-0.28%"
"2015年04月22日","119.92","119.65","119.97","119.32","0.21%"
"2015年04月21日","119.67","119.14","119.83","119.14","0.39%"
"2015年04月20日","119.20","118.80","119.45","118.51","0.24%"
"2015年04月17日","118.92","118.99","119.28","118.54","-0.08%"
"2015年04月16日","119.01","119.15","119.49","118.77","-0.12%"
"2015年04月15日","119.15","119.39","119.76","118.76","-0.20%"
"2015年04月14日","119.39","120.10","120.19","119.04","-0.62%"
"2015年04月13日","120.14","120.19","120.88","119.74","-0.07%"
"2015年04月10日","120.22","120.59","120.64","120.03","-0.31%"
"2015年04月09日","120.59","120.12","120.76","119.83","0.37%"
"2015年04月08日","120.14","120.24","120.36","119.62","-0.12%"
"2015年04月07日","120.28","119.52","120.45","119.41","0.63%"
"2015年04月06日","119.53","118.93","119.69","118.77","0.47%"
"2015年04月03日","118.97","119.71","119.80","118.69","-0.63%"
"2015年04月02日","119.72","119.76","119.91","119.42","-0.04%"
"2015年04月01日","119.77","120.10","120.34","119.40","-0.31%"
"2015年03月31日","120.14","120.06","120.38","119.76","0.05%"
"2015年03月30日","120.08","119.12","120.23","119.09","0.79%"
"2015年03月27日","119.14","119.18","119.53","118.91","-0.05%"
"2015年03月26日","119.20","119.48","119.59","118.30","-0.25%"
"2015年03月25日","119.50","119.75","119.85","119.22","-0.21%"
"2015年03月24日","119.75","119.71","120.00","119.21","0.02%"
"2015年03月23日","119.73","120.05","120.17","119.57","-0.25%"
"2015年03月20日","120.03","120.79","121.20","119.88","-0.64%"
"2015年03月19日","120.80","120.09","121.05","119.66","0.57%"
"2015年03月18日","120.11","121.36","121.42","119.38","-1.03%"
"2015年03月17日","121.36","121.32","121.53","121.09","0.02%"
"2015年03月16日","121.33","121.37","121.50","121.07","-0.05%"
"2015年03月13日","121.39","121.27","121.58","121.11","0.07%"
"2015年03月12日","121.30","121.42","121.69","120.67","-0.12%"
"2015年03月11日","121.45","121.11","121.63","120.85","0.26%"
"2015年03月10日","121.14","121.15","122.03","120.91","-0.02%"
"2015年03月09日","121.16","120.80","121.42","120.58","0.26%"
"2015年03月06日","120.84","120.12","121.29","119.88","0.57%"
"2015年03月05日","120.15","119.65","120.41","119.60","0.39%"
"2015年03月04日","119.68","119.72","119.85","119.45","-0.04%"
"2015年03月03日","119.73","120.12","120.27","119.35","-0.33%"
"2015年03月02日","120.13","119.55","120.19","119.55","0.49%"
"2015年02月27日","119.54","119.41","119.82","119.09","0.10%"
"2015年02月26日","119.42","118.86","119.51","118.65","0.47%"
"2015年02月25日","118.86","118.96","119.08","118.59","-0.10%"
"2015年02月24日","118.98","118.81","119.84","118.74","0.14%"
"2015年02月23日","118.81","119.00","119.36","118.71","-0.18%"
"2015年02月20日","119.03","118.93","119.20","118.27","0.08%"
"2015年02月19日","118.94","118.78","119.19","118.45","0.13%"
"2015年02月18日","118.79","119.25","119.42","118.52","-0.39%"
"2015年02月17日","119.25","118.46","119.44","118.21","0.65%"
"2015年02月16日","118.48","118.74","118.87","118.16","-0.23%"
"2015年02月13日","118.75","119.10","119.22","118.40","-0.30%"
"2015年02月12日","119.11","120.45","120.47","118.49","-1.13%"
"2015年02月11日","120.47","119.41","120.50","119.26","0.87%"
"2015年02月10日","119.43","118.61","119.63","118.37","0.67%"
"2015年02月09日","118.64","119.16","119.20","118.31","-0.29%"
"2015年02月06日","118.98","117.51","119.24","117.16","1.23%"
"2015年02月05日","117.53","117.24","117.61","116.99","0.21%"
"2015年02月04日","117.28","117.55","118.00","117.05","-0.25%"
"2015年02月03日","117.57","117.60","117.76","116.86","-0.02%"
"2015年02月02日","117.59","117.45","117.88","116.65","0.12%"
"2015年01月30日","117.45","118.29","118.47","117.28","-0.71%"
"2015年01月29日","118.29","117.53","118.51","117.36","0.63%"
"2015年01月28日","117.55","117.85","118.27","117.25","-0.27%"
"2015年01月27日","117.87","118.45","118.67","117.32","-0.50%"
"2015年01月26日","118.46","117.76","118.51","117.25","0.58%"
"2015年01月23日","117.78","118.48","118.84","117.52","-0.60%"
"2015年01月22日","118.49","117.93","118.67","117.24","0.46%"
"2015年01月21日","117.95","118.79","118.86","117.16","-0.72%"
"2015年01月20日","118.81","117.55","118.89","117.53","1.05%"
"2015年01月19日","117.57","117.60","117.80","116.91","-0.06%"
"2015年01月16日","117.64","116.15","117.78","115.82","1.27%"
"2015年01月15日","116.17","117.32","117.94","116.13","-0.99%"
"2015年01月14日","117.33","117.93","117.97","116.05","-0.51%"
"2015年01月13日","117.93","118.33","118.85","117.53","-0.35%"
"2015年01月12日","118.35","118.50","119.34","118.08","-0.15%"
"2015年01月09日","118.53","119.66","119.91","118.40","-0.94%"
"2015年01月08日","119.66","119.23","119.97","119.13","0.34%"
"2015年01月07日","119.25","118.40","119.64","118.35","0.71%"
"2015年01月06日","118.41","119.61","119.64","118.04","-1.03%"
"2015年01月05日","119.64","120.46","120.64","119.38","-0.71%"
"2015年01月02日","120.50","119.78","120.75","119.71","0.59%"
"2015年01月01日","119.79","119.67","119.87","119.64","0.08%"
"2014年12月31日","119.69","119.46","119.94","119.22","0.18%"
"2014年12月30日","119.48","120.65","120.71","118.84","-0.99%"
"2014年12月29日","120.67","120.37","120.75","120.14","0.22%"
"2014年12月26日","120.41","120.08","120.47","120.08","0.26%"
"2014年12月25日","120.10","120.49","120.52","119.98","-0.33%"
"2014年12月24日","120.50","120.69","120.78","120.24","-0.16%"
"2014年12月23日","120.69","120.05","120.83","119.98","0.52%"
"2014年12月22日","120.06","119.38","120.09","119.29","0.47%"
"2014年12月19日","119.50","118.83","119.64","118.80","0.56%"
"2014年12月18日","118.83","118.62","119.31","118.23","0.14%"
"2014年12月17日","118.66","116.39","118.91","116.29","1.93%"
"2014年12月16日","116.41","117.80","118.03","115.56","-1.21%"
"2014年12月15日","117.83","119.05","119.08","117.54","-0.82%"
"2014年12月12日","118.80","118.64","119.22","118.03","0.11%"
"2014年12月11日","118.67","117.78","119.57","117.43","0.73%"
"2014年12月10日","117.81","119.69","119.92","117.71","-1.57%"
"2014年12月09日","119.69","120.69","121.00","117.93","-0.83%"
"2014年12月08日","120.69","121.44","121.86","120.18","-0.60%"
"2014年12月05日","121.42","119.75","121.69","119.67","1.37%"
"2014年12月04日","119.78","119.79","120.25","119.32","-0.02%"
"2014年12月03日","119.80","119.20","119.89","119.09","0.49%"
"2014年12月02日","119.22","118.39","119.31","118.20","0.70%"
"2014年12月01日","118.39","118.68","119.14","117.86","-0.21%"
"2014年11月28日","118.64","117.70","118.80","117.69","0.80%"
"2014年11月27日","117.70","117.72","117.91","117.22","-0.03%"
"2014年11月26日","117.73","117.98","117.99","117.41","-0.20%"
"2014年11月25日","117.97","118.25","118.58","117.67","-0.26%"
"2014年11月24日","118.28","117.75","118.50","117.55","0.40%"
"2014年11月21日","117.81","118.18","118.38","117.33","-0.35%"
"2014年11月20日","118.22","117.94","118.97","117.72","0.20%"
"2014年11月19日","117.98","116.86","118.06","116.81","0.95%"
"2014年11月18日","116.87","116.64","117.04","116.34","0.19%"
"2014年11月17日","116.65","116.36","117.05","115.44","0.32%"
"2014年11月14日","116.28","115.76","116.83","115.71","0.46%"
"2014年11月13日","115.75","115.47","115.89","115.30","0.23%"
"2014年11月12日","115.48","115.76","116.02","114.88","-0.26%"
"2014年11月11日","115.78","114.85","116.10","114.61","0.80%"
"2014年11月10日","114.86","114.47","114.92","113.84","0.28%"
"2014年11月07日","114.54","115.20","115.47","114.23","-0.58%"
"2014年11月06日","115.21","114.64","115.50","114.11","0.50%"
"2014年11月05日","114.64","113.58","114.86","113.39","0.92%"
"2014年11月04日","113.60","114.04","114.06","113.15","-0.39%"
"2014年11月03日","114.05","112.46","114.22","112.41","1.53%"
"2014年10月31日","112.33","109.21","112.50","109.15","2.86%"
"2014年10月30日","109.21","108.87","109.47","108.73","0.29%"
"2014年10月29日","108.89","108.14","108.97","107.92","0.67%"
"2014年10月28日","108.16","107.81","108.19","107.68","0.32%"
"2014年10月27日","107.81","108.12","108.38","107.58","-0.32%"
"2014年10月24日","108.16","108.26","108.33","107.77","-0.10%"
"2014年10月23日","108.27","107.13","108.36","107.08","1.05%"
"2014年10月22日","107.14","107.00","107.39","106.75","0.13%"
"2014年10月21日","107.00","106.94","107.05","106.22","0.05%"
"2014年10月20日","106.95","106.96","107.41","106.76","0.07%"
"2014年10月17日","106.88","106.30","106.94","106.11","0.52%"
"2014年10月16日","106.33","105.90","106.47","105.49","0.39%"
"2014年10月15日","105.92","107.05","107.52","105.18","-1.06%"
"2014年10月14日","107.06","106.82","107.33","106.65","0.19%"
"2014年10月13日","106.86","107.60","107.66","106.76","-0.75%"
"2014年10月10日","107.67","107.83","108.17","107.60","-0.16%"
"2014年10月09日","107.84","108.06","108.32","107.50","-0.22%"
"2014年10月08日","108.08","108.03","108.73","107.74","0.05%"
"2014年10月07日","108.03","108.78","109.25","107.81","-0.71%"
"2014年10月06日","108.80","109.75","109.87","108.64","-0.88%"
"2014年10月03日","109.77","108.40","109.92","108.32","1.25%"
"2014年10月02日","108.42","108.88","109.14","107.99","-0.43%"
"2014年10月01日","108.89","109.63","110.11","108.84","-0.70%"
"2014年09月30日","109.66","109.48","109.86","109.16","0.16%"
"2014年09月29日","109.48","109.16","109.77","109.11","0.18%"
"2014年09月26日","109.28","108.75","109.53","108.45","0.49%"
"2014年09月25日","108.75","109.02","109.39","108.49","-0.26%"
"2014年09月24日","109.03","108.88","109.17","108.43","0.13%"
"2014年09月23日","108.89","108.81","109.00","108.24","0.05%"
"2014年09月22日","108.84","109.04","109.19","108.64","-0.19%"
"2014年09月19日","109.05","108.65","109.48","108.57","0.31%"
"2014年09月18日","108.71","108.37","108.98","108.29","0.30%"
"2014年09月17日","108.39","107.13","108.40","107.07","1.19%"
"2014年09月16日","107.12","107.16","107.33","106.79","-0.05%"
"2014年09月15日","107.17","107.25","107.38","106.99","-0.15%"
"2014年09月12日","107.33","107.10","107.41","106.94","0.21%"
"2014年09月11日","107.11","106.84","107.20","106.62","0.25%"
"2014年09月10日","106.84","106.17","106.91","106.01","0.61%"
"2014年09月09日","106.19","106.02","106.48","105.91","0.15%"
"2014年09月08日","106.03","105.07","106.09","104.90","0.88%"
"2014年09月05日","105.10","105.24","105.72","104.67","-0.16%"
"2014年09月04日","105.27","104.78","105.37","104.74","0.44%"
"2014年09月03日","104.81","105.09","105.31","104.72","-0.26%"
"2014年09月02日","105.08","104.35","105.20","104.27","0.69%"
"2014年09月01日","104.36","104.03","104.36","104.03","0.27%"
"2014年08月29日","104.08","103.71","104.14","103.62","0.35%"
"2014年08月28日","103.72","103.87","103.94","103.53","-0.13%"
"2014年08月27日","103.86","104.07","104.17","103.75","-0.20%"
"2014年08月26日","104.07","104.04","104.19","103.72","0.01%"
"2014年08月25日","104.06","104.40","104.45","103.84","0.12%"
"2014年08月22日","103.94","103.84","104.20","103.48","0.11%"
"2014年08月21日","103.83","103.75","103.97","103.58","0.08%"
"2014年08月20日","103.75","102.90","103.86","102.86","0.82%"
"2014年08月19日","102.91","102.56","102.94","102.50","0.33%"
"2014年08月18日","102.57","102.20","102.60","102.15","0.21%"
"2014年08月15日","102.36","102.43","102.73","102.12","-0.08%"
"2014年08月14日","102.44","102.43","102.67","102.28","0.01%"
"2014年08月13日","102.43","102.25","102.56","102.20","0.17%"
"2014年08月12日","102.26","102.17","102.37","102.06","0.07%"
"2014年08月11日","102.19","102.05","102.23","101.99","0.13%"
"2014年08月08日","102.06","102.09","102.16","101.49","-0.05%"
"2014年08月07日","102.11","102.09","102.47","101.97","0.00%"
"2014年08月06日","102.11","102.57","102.66","101.77","-0.47%"
"2014年08月05日","102.59","102.56","102.92","102.43","0.00%"
"2014年08月04日","102.59","102.57","102.75","102.38","-0.04%"
"2014年08月01日","102.63","102.78","103.04","102.32","-0.17%"
"2014年07月31日","102.80","102.78","103.00","102.69","0.00%"
"2014年07月30日","102.80","102.12","103.09","102.00","0.66%"
"2014年07月29日","102.13","101.83","102.17","101.79","0.27%"
"2014年07月28日","101.86","101.74","101.91","101.72","0.02%"
"2014年07月25日","101.84","101.81","101.95","101.68","0.03%"
"2014年07月24日","101.81","101.46","101.86","101.38","0.33%"
"2014年07月23日","101.48","101.45","101.56","101.29","0.01%"
"2014年07月22日","101.47","101.37","101.61","101.30","0.07%"
"2014年07月21日","101.40","101.38","101.40","101.16","0.07%"
"2014年07月18日","101.33","101.17","101.45","101.08","0.16%"
"2014年07月17日","101.17","101.65","101.72","101.12","-0.50%"
"2014年07月16日","101.68","101.66","101.80","101.61","-0.01%"
"2014年07月15日","101.69","101.53","101.75","101.42","0.14%"
"2014年07月14日","101.55","101.37","101.64","101.30","0.17%"
"2014年07月11日","101.38","101.33","101.41","101.19","0.05%"
"2014年07月10日","101.33","101.62","101.69","101.04","-0.30%"
"2014年07月09日","101.64","101.56","101.86","101.42","0.06%"
"2014年07月08日","101.58","101.84","101.90","101.46","-0.26%"
"2014年07月07日","101.84","102.03","102.22","101.76","-0.27%"
"2014年07月04日","102.12","102.18","102.24","101.94","-0.07%"
"2014年07月03日","102.19","101.75","102.27","101.73","0.39%"
"2014年07月02日","101.79","101.52","101.86","101.38","0.26%"
"2014年07月01日","101.53","101.32","101.59","101.26","0.20%"
"2014年06月30日","101.33","101.42","101.50","101.21","-0.05%"
"2014年06月27日","101.38","101.72","101.75","101.29","-0.34%"
"2014年06月26日","101.73","101.86","101.86","101.47","-0.15%"
"2014年06月25日","101.88","101.97","101.98","101.60","-0.09%"
"2014年06月24日","101.97","101.93","102.17","101.78","0.02%"
"2014年06月23日","101.95","102.08","102.15","101.78","-0.13%"
"2014年06月20日","102.08","101.94","102.20","101.78","0.14%"
"2014年06月19日","101.94","101.91","102.03","101.71","0.02%"
"2014年06月18日","101.92","102.14","102.33","101.86","-0.22%"
"2014年06月17日","102.14","101.83","102.25","101.78","0.29%"
"2014年06月16日","101.84","102.03","102.11","101.69","-0.23%"
"2014年06月13日","102.07","101.71","102.15","101.63","0.34%"
"2014年06月12日","101.72","102.06","102.17","101.57","-0.35%"
"2014年06月11日","102.08","102.33","102.41","101.84","-0.27%"
"2014年06月10日","102.36","102.52","102.58","102.19","-0.17%"
"2014年06月09日","102.53","102.45","102.66","102.35","0.05%"
"2014年06月06日","102.48","102.39","102.62","102.10","0.09%"
"2014年06月05日","102.39","102.74","102.78","102.32","-0.35%"
"2014年06月04日","102.75","102.50","102.81","102.41","0.24%"
"2014年06月03日","102.50","102.38","102.58","102.24","0.11%"
"2014年06月02日","102.39","101.81","102.50","101.72","0.60%"
"2014年05月30日","101.78","101.78","101.84","101.48","-0.02%"
"2014年05月29日","101.80","101.83","101.86","101.41","-0.04%"
"2014年05月28日","101.84","101.97","102.05","101.62","-0.15%"
"2014年05月27日","101.99","101.93","102.16","101.70","0.04%"
"2014年05月26日","101.95","101.94","102.06","101.81","-0.02%"
"2014年05月23日","101.97","101.72","102.01","101.56","0.24%"
